City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,antsiranana,-12.2787,49.2917,25.4,80,9,6.4,MG,2023-11-07 19:07:26
298,dubai,25.2582,55.3047,28.96,51,40,2.06,AE,2023-11-07 19:04:59
299,fisterra,42.9049,-9.2629,12.64,65,100,6.68,ES,2023-11-07 19:07:45
300,paracuru,-3.41,-39.0306,28.39,61,27,6.14,BR,2023-11-07 19:07:47
301,samarinda,-0.5,117.15,23.45,98,71,0.72,ID,2023-11-07 19:07:48
302,sao jose do belmonte,-7.8614,-38.7597,33.67,29,70,0.89,BR,2023-11-07 19:07:49
303,pointe aux piments,-20.0628,57.5131,24.18,80,100,5.19,MU,2023-11-07 19:07:50
304,saldanha,-33.0117,17.9442,14.48,79,100,5.91,ZA,2023-11-07 19:07:52
305,ghat,24.9647,10.1728,25.46,12,6,2.96,LY,2023-11-07 19:07:53
306,acaponeta,22.4964,-105.3594,32.96,40,94,1.53,MX,2023-11-07 19:07:54
307,malpe,13.35,74.7167,27.61,90,100,1.6,IN,2023-11-07 19:07:55
308,port alfred,-33.5906,26.891,15.1,89,3,0.89,ZA,2023-11-07 19:07:56
309,sosnovyy bor,59.9,29.1167,7.55,91,98,4.92,RU,2023-11-07 19:07:57
310,freetown,8.484,-13.2299,26.94,83,76,2.8,SL,2023-11-07 19:07:59
311,polyarnyy,69.1989,33.4478,0.01,78,100,4.9,RU,2023-11-07 19:08:00
312,luderitz,-26.6481,15.1594,17.16,76,0,10.19,NA,2023-11-07 19:08:01
313,puerto lopez,4.0845,-72.956,28.57,71,85,1.23,CO,2023-11-07 19:08:02
314,fortuna foothills,32.6578,-114.4119,28.16,24,0,5.14,US,2023-11-07 19:08:04
315,ingeniero jacobacci,-41.3427,-69.5448,14.49,31,60,13.34,AR,2023-11-07 19:08:05
316,wellington,-41.2866,174.7756,11.15,88,100,7.2,NZ,2023-11-07 18:56:45
317,nadym,65.5333,72.5167,-0.18,96,100,3.15,RU,2023-11-07 19:08:07
318,presidente epitacio,-21.7633,-52.1156,35.55,22,5,3.62,BR,2023-11-07 19:08:08
319,olonets,60.9847,32.9698,4.36,97,100,1.2,RU,2023-11-07 19:08:09
320,tarinkot,32.6268,65.8733,14.0,58,100,0.95,AF,2023-11-07 19:08:11
321,koryazhma,61.3143,47.1691,6.06,96,93,3.13,RU,2023-11-07 19:08:12
322,mahdia,35.5047,11.0622,22.97,79,91,9.35,TN,2023-11-07 19:08:13
323,geraldton,-28.7667,114.6,15.23,88,4,3.09,AU,2023-11-07 19:07:59
324,lunino,53.5918,45.2271,8.5,93,85,4.23,RU,2023-11-07 19:08:15
325,novaya igirma,57.1334,103.9112,-14.29,98,95,0.97,RU,2023-11-07 19:08:16
326,turinskaya sloboda,57.6232,64.3858,-0.19,89,99,2.78,RU,2023-11-07 19:08:17
327,daru,-9.0763,143.2092,25.33,86,93,4.72,PG,2023-11-07 19:08:18
328,north bend,43.4065,-124.2243,12.31,100,100,2.57,US,2023-11-07 19:08:19
329,nova sintra,14.8667,-24.7167,23.84,72,94,7.81,CV,2023-11-07 19:08:20
330,murashi,59.3999,48.9615,5.27,98,100,2.35,RU,2023-11-07 19:08:21
331,port douglas,-16.4833,145.4667,23.77,84,72,3.15,AU,2023-11-07 19:08:23
332,kavieng,-2.5744,150.7967,28.32,78,100,6.36,PG,2023-11-07 19:08:24
333,keflavik,64.0049,-22.5624,4.24,70,40,8.75,IS,2023-11-07 19:08:26
334,spas-demensk,54.4122,34.0226,6.66,92,96,4.18,RU,2023-11-07 19:08:27
335,konarka,19.9,86.1167,23.22,70,7,1.31,IN,2023-11-07 19:08:28
336,nyaunglebin,17.95,96.7333,23.78,92,68,1.31,MM,2023-11-07 19:08:29
337,prymors'k,46.7348,36.3443,11.78,63,100,2.8,UA,2023-11-07 19:08:31
338,dakhla,23.6848,-15.958,20.53,71,0,11.64,EH,2023-11-07 19:08:32
339,toropets,56.4978,31.6353,7.25,89,99,3.29,RU,2023-11-07 19:08:33
340,jinka,5.65,36.65,18.56,84,90,0.56,ET,2023-11-07 19:08:35
341,tsiroanomandidy,-18.7667,46.0333,20.51,89,94,1.55,MG,2023-11-07 19:07:25
342,mount isa,-20.7333,139.5,20.87,64,6,0.0,AU,2023-11-07 19:08:37
343,ambovombe,-25.1667,46.0833,23.62,74,2,2.43,MG,2023-11-07 19:08:38
344,krasnoural'sk,58.3638,60.0407,-0.06,91,100,1.95,RU,2023-11-07 19:08:39
345,xianyang,34.3378,108.7026,11.79,57,4,1.45,CN,2023-11-07 19:08:40
346,pokaran,26.9167,71.9167,27.02,25,1,3.26,IN,2023-11-07 19:08:41
347,kosonsoy,41.2561,71.5508,10.31,27,100,2.58,UZ,2023-11-07 19:08:42
348,new norfolk,-42.7826,147.0587,12.72,98,100,0.97,AU,2023-11-07 19:08:44
349,sitia,35.2,26.0986,22.21,73,0,0.73,GR,2023-11-07 19:08:45
350,saurimo,-9.6608,20.3916,22.29,77,44,0.87,AO,2023-11-07 19:08:46
351,dryden,49.7833,-92.7503,-0.47,73,9,4.63,CA,2023-11-07 19:08:48
352,gargalianoi,37.0667,21.6333,18.53,73,0,3.96,GR,2023-11-07 19:08:49
353,bengkulu,-3.8004,102.2655,23.96,96,100,0.96,ID,2023-11-07 19:08:50
354,tadine,-21.55,167.8833,21.18,75,94,8.01,NC,2023-11-07 19:08:51
355,jaru,-10.4389,-62.4664,29.21,68,99,1.6,BR,2023-11-07 19:05:03
356,zhanaozen,43.3,52.8,11.65,82,0,6.06,KZ,2023-11-07 19:08:53
357,nema,57.5067,50.5011,5.29,99,100,2.27,RU,2023-11-07 19:08:54
358,island harbour,50.724,-1.2758,10.55,83,0,0.89,GB,2023-11-07 19:08:55
359,palikir - national government center,6.9248,158.1611,26.41,89,100,3.6,FM,2023-11-07 19:08:56
360,nguigmi,14.2495,13.1092,29.54,18,100,4.08,NE,2023-11-07 19:08:57
361,uchiza,-8.4592,-76.4633,33.89,47,86,0.2,PE,2023-11-07 19:08:59
362,portland,45.5234,-122.6762,13.38,90,40,4.12,US,2023-11-07 18:56:36
363,puerto lempira,15.2667,-83.7667,28.47,81,100,3.53,HN,2023-11-07 19:09:01
364,maintirano,-18.0667,44.0167,26.56,83,0,1.98,MG,2023-11-07 19:09:02
365,bouznika,33.7894,-7.1597,16.38,53,5,6.27,MA,2023-11-07 19:09:04
366,tulun,54.5611,100.5792,-14.39,97,35,1.4,RU,2023-11-07 19:09:05
367,nogliki,51.8333,143.1667,-0.92,67,100,6.26,RU,2023-11-07 19:09:06
368,tsiombe,-25.3,45.4833,24.01,74,5,1.61,MG,2023-11-07 19:09:07
369,balkanabat,39.5108,54.3671,17.89,73,93,6.3,TM,2023-11-07 19:09:09
370,nova vicosa,-17.8919,-39.3719,25.06,60,0,5.77,BR,2023-11-07 19:05:02
371,anadyr,64.75,177.4833,-11.72,79,20,4.0,RU,2023-11-07 19:09:11
372,vylkove,45.4021,29.586,14.9,77,100,3.83,UA,2023-11-07 19:09:12
373,hats'avan,39.4641,45.9705,6.29,89,4,1.47,AM,2023-11-07 19:09:13
374,novyy urgal,51.0736,132.5642,-8.6,88,100,0.93,RU,2023-11-07 19:09:15
375,siwa oasis,29.2041,25.5195,25.01,41,0,2.33,EG,2023-11-07 19:09:17
376,turiacu,-1.6633,-45.3717,29.86,62,88,3.69,BR,2023-11-07 19:09:18
377,phan rang-thap cham,11.5667,108.9833,25.02,83,100,1.83,VN,2023-11-07 19:09:20
378,namibe,-15.1961,12.1522,20.14,73,0,3.19,AO,2023-11-07 19:09:21
379,siasi,5.5462,120.8145,28.65,74,100,2.19,PH,2023-11-07 19:09:24
380,buka,40.8108,69.1986,17.32,44,100,2.3,UZ,2023-11-07 19:06:56
381,floro,61.5996,5.0328,6.98,76,75,2.06,NO,2023-11-07 19:09:26
382,bugul'ma,54.55,52.8,6.07,75,100,2.31,RU,2023-11-07 19:07:00
383,dawesville,30.9224,-84.0091,27.42,33,0,1.54,US,2023-11-07 19:09:28
384,siddipet,18.1,78.85,23.41,80,92,1.85,IN,2023-11-07 19:09:29
385,kemijarvi,66.7131,27.4306,-0.4,98,100,1.6,FI,2023-11-07 19:09:30
386,timimoun,29.2639,0.231,25.86,16,29,6.86,DZ,2023-11-07 19:09:32
387,ujae,8.9322,165.7642,28.28,79,78,7.86,MH,2023-11-07 19:09:33
388,hithadhoo,-0.6,73.0833,27.1,76,100,2.89,MV,2023-11-07 19:09:34
389,usogorsk,63.4106,48.6872,3.7,99,100,3.31,RU,2023-11-07 19:09:35
390,sao cristovao,-11.0147,-37.2064,27.95,74,20,4.63,BR,2023-11-07 19:09:36
391,aripuana,-9.1667,-60.6333,34.87,43,83,0.89,BR,2023-11-07 19:09:38
392,badger,64.8,-147.5333,-7.79,91,100,0.0,US,2023-11-07 19:09:39
393,fale old settlement,-9.3852,-171.2468,28.94,72,77,6.87,TK,2023-11-07 19:09:40
394,noshiro,40.2039,140.0242,9.93,66,100,6.58,JP,2023-11-07 19:09:42
395,kokopo,-4.352,152.2633,25.29,87,82,1.64,PG,2023-11-07 19:09:43
396,tuba city,36.135,-111.2399,24.1,19,0,9.39,US,2023-11-07 19:09:46
397,kimbe,-5.5502,150.1429,24.25,90,67,1.91,PG,2023-11-07 19:09:47
398,dancu,46.7592,28.2089,13.89,61,17,2.61,MD,2023-11-07 19:09:48
399,murun-kuren,49.6342,100.1625,-11.29,73,99,1.73,MN,2023-11-07 19:09:49
400,fortuna,40.5982,-124.1573,14.96,84,0,0.0,US,2023-11-07 19:09:50
401,kralendijk,12.15,-68.2667,31.99,66,20,3.09,BQ,2023-11-07 19:09:51
402,zaozersk,69.4005,32.4476,-0.86,85,100,3.5,RU,2023-11-07 19:09:52
403,longido,-2.7333,36.6833,20.94,75,100,2.59,TZ,2023-11-07 19:09:54
404,northam,51.0333,-4.2167,10.37,89,100,4.86,GB,2023-11-07 19:09:55
405,pailon,-17.65,-62.75,39.5,20,100,6.33,BO,2023-11-07 19:09:56
406,srivardhan,18.0333,73.0167,25.84,67,26,1.71,IN,2023-11-07 19:09:57
407,zhangye,38.9342,100.4517,2.74,36,79,0.96,CN,2023-11-07 19:09:59
408,santo antonio,-6.3106,-35.4789,30.58,42,9,7.55,BR,2023-11-07 19:10:00
409,charters towers,-20.1,146.2667,19.17,95,47,4.25,AU,2023-11-07 19:10:01
410,mahina,-17.5065,-149.489,27.87,74,75,2.57,PF,2023-11-07 19:10:02
411,sinabang,2.4803,96.3801,25.52,86,100,1.37,ID,2023-11-07 19:10:04
412,manali,13.1667,80.2667,26.71,88,93,1.62,IN,2023-11-07 19:10:06
413,minas de marcona,-15.2119,-75.1103,18.51,60,14,7.9,PE,2023-11-07 19:10:07
414,weno,7.4515,151.8468,25.97,94,100,1.54,FM,2023-11-07 19:10:09
415,pangody,65.85,74.4859,-0.04,98,99,3.5,RU,2023-11-07 19:10:10
416,shimoda,34.6667,138.95,17.13,67,0,5.8,JP,2023-11-07 19:10:11
417,gazojak,41.1875,61.4036,16.82,34,45,0.74,TM,2023-11-07 19:10:13
418,shenjiamen,29.9576,122.298,17.91,70,100,5.63,CN,2023-11-07 19:10:14
419,santa marinella,42.0345,11.8536,15.95,92,100,3.25,IT,2023-11-07 19:10:15
420,punta cana,18.5818,-68.4043,29.51,64,59,3.28,DO,2023-11-07 19:06:44
421,mezhdurechenskiy,59.6,65.9333,1.06,91,100,2.69,RU,2023-11-07 19:10:19
422,fort mcmurray,56.7268,-111.381,3.82,83,97,1.22,CA,2023-11-07 19:10:21
423,el salto,20.3333,-104.5,28.38,27,51,1.04,MX,2023-11-07 19:10:23
424,wladyslawowo,54.7909,18.4009,11.07,74,100,7.09,PL,2023-11-07 19:10:24
425,mutoko,-17.397,32.2268,26.28,34,100,0.72,ZW,2023-11-07 19:10:26
426,hampton bays,40.869,-72.5176,18.33,77,0,5.81,US,2023-11-07 19:06:08
427,sevastopol,44.6,33.5333,15.72,52,100,2.42,UA,2023-11-07 19:08:01
428,wagar,16.1525,36.2032,28.83,54,19,8.81,SD,2023-11-07 19:10:34
429,pandan,14.0453,124.1694,27.07,86,100,5.91,PH,2023-11-07 19:10:37
430,machico,32.7,-16.7667,19.84,68,20,5.14,PT,2023-11-07 19:10:39
431,beaconsfield,45.4334,-73.8659,8.51,77,100,3.13,CA,2023-11-07 19:10:41
432,san julian,21.0167,-102.1667,25.39,17,100,2.05,MX,2023-11-07 19:10:42
433,guiuan,11.0333,125.7247,28.75,81,100,9.32,PH,2023-11-07 19:10:43
434,cabedelo,-6.9811,-34.8339,28.37,63,16,6.08,BR,2023-11-07 19:10:45
435,coahuayana de hidalgo,18.7,-103.6583,31.6,63,22,2.15,MX,2023-11-07 19:10:46
436,haiku-pauwela,20.9219,-156.3051,25.84,81,40,7.72,US,2023-11-07 19:10:47
437,kingston,17.997,-76.7936,29.0,78,98,0.46,JM,2023-11-07 19:09:58
438,petropavlovsk-kamchatsky,53.0452,158.6483,-5.3,60,75,7.6,RU,2023-11-07 19:10:50
439,onguday,50.75,86.15,-5.29,97,96,0.86,RU,2023-11-07 19:10:51
440,khambhaliya,22.2072,69.6683,27.47,46,2,2.69,IN,2023-11-07 19:10:53
441,alofi,-19.0595,-169.9187,25.94,69,40,4.63,NU,2023-11-07 19:10:55
442,kloulklubed,7.0419,134.2556,25.28,74,14,2.31,PW,2023-11-07 19:10:57
443,holualoa,19.6228,-155.9522,24.88,82,75,2.57,US,2023-11-07 19:10:58
444,meadow lake,34.8014,-106.5436,23.72,15,0,5.05,US,2023-11-07 19:10:59
445,malabar,-33.9667,151.25,17.29,84,38,0.0,AU,2023-11-07 19:11:01
446,crete,35.1558,24.895,14.47,87,8,0.9,GR,2023-11-07 19:11:03
447,polovinnoye,54.7914,65.9864,1.98,68,98,3.41,RU,2023-11-07 19:11:04
448,los frentones,-26.4077,-61.4137,44.11,16,6,6.44,AR,2023-11-07 19:11:06
449,posto fiscal rolim de moura,-13.0833,-62.2667,40.73,23,100,1.14,BR,2023-11-07 19:09:45
450,sylacauga,33.1732,-86.2516,27.1,36,40,3.09,US,2023-11-07 19:11:08
451,banepa,27.6298,85.5214,12.34,88,20,0.0,NP,2023-11-07 19:11:09
452,batang,-6.4846,110.7083,26.78,83,100,1.52,ID,2023-11-07 19:11:11
453,motueka,-41.1333,173.0167,10.61,82,17,0.89,NZ,2023-11-07 19:11:12
454,rivne,50.6231,26.2274,9.48,90,0,2.74,UA,2023-11-07 19:11:13
455,punta de bombon,-17.1717,-71.7931,20.01,73,45,4.23,PE,2023-11-07 19:11:16
456,kamen'-na-obi,53.7884,81.3423,-5.97,100,95,2.05,RU,2023-11-07 19:11:17
457,aioun,16.6614,-9.6149,30.88,18,78,4.06,MR,2023-11-07 19:11:18
458,lyantor,61.6195,72.1555,-1.95,92,100,3.65,RU,2023-11-07 19:11:19
459,iskateley,67.6803,53.1512,0.57,100,100,4.02,RU,2023-11-07 19:11:20
460,east london,-33.0153,27.9116,18.05,69,73,6.22,ZA,2023-11-07 19:11:22
461,la ronge,55.1001,-105.2842,-0.86,86,100,3.6,CA,2023-11-07 19:11:23
462,bidart,43.4376,-1.5913,12.46,76,75,3.6,FR,2023-11-07 19:11:24
463,kill devil hills,36.0307,-75.676,23.01,47,0,3.6,US,2023-11-07 19:11:26
464,ciudad lazaro cardenas,17.9583,-102.2,29.84,70,34,2.21,MX,2023-11-07 19:11:27
465,seven pagodas,12.6264,80.1722,26.7,82,99,2.7,IN,2023-11-07 19:11:30
466,vanino,49.0869,140.2543,-2.82,81,100,4.3,RU,2023-11-07 19:11:32
467,rio negrinho,-26.2544,-49.5183,21.63,42,0,2.15,BR,2023-11-07 19:11:35
468,sungai raya,0.7,108.9,25.3,91,69,2.26,ID,2023-11-07 19:11:37
469,arauco,-37.2463,-73.3175,14.24,69,46,3.25,CL,2023-11-07 19:11:39
470,ketchikan,55.3422,-131.6461,7.41,93,100,2.57,US,2023-11-07 19:11:40
471,el abiodh sidi cheikh,32.893,0.5484,13.57,41,45,7.98,DZ,2023-11-07 19:11:41
472,okha,53.5739,142.9478,-2.81,69,100,4.54,RU,2023-11-07 19:11:43
473,shakawe,-18.3667,21.85,26.9,49,85,2.2,BW,2023-11-07 19:11:46
474,las tablas,7.7667,-80.2833,29.45,74,100,3.42,PA,2023-11-07 19:11:48
475,namsos,64.4662,11.4957,4.03,93,75,4.12,NO,2023-11-07 19:11:49
476,najran,17.4924,44.1277,22.36,36,84,4.15,SA,2023-11-07 19:11:50
477,zahedan,29.4963,60.8629,16.38,60,91,2.42,IR,2023-11-07 19:11:52
478,sirjan,29.452,55.6814,14.15,41,15,1.3,IR,2023-11-07 19:11:53
479,letlhakeng,-24.0944,25.0298,23.58,26,0,2.67,BW,2023-11-07 19:11:54
480,umba,66.6871,34.3429,0.58,86,100,5.57,RU,2023-11-07 19:11:56
481,benghazi,32.1167,20.0667,23.33,66,0,5.18,LY,2023-11-07 19:11:57
482,bathsheba,13.2167,-59.5167,29.34,84,40,7.2,BB,2023-11-07 19:11:59
483,castillos,-34.1667,-53.8333,24.21,68,9,5.54,UY,2023-11-07 19:12:01
484,medan,3.5833,98.6667,26.02,100,75,1.54,ID,2023-11-07 19:12:02
485,alesund,62.4723,6.1549,9.31,92,75,2.06,NO,2023-11-07 19:09:46
486,hengchun,22.0042,120.7439,23.85,76,72,9.55,TW,2023-11-07 19:12:05
487,leh,34.1667,77.5833,0.94,37,68,1.35,IN,2023-11-07 19:12:07
488,lagunas,-5.2269,-75.6753,32.54,48,87,1.1,PE,2023-11-07 19:12:08
489,cannonvale,-20.2833,148.7,23.66,80,46,4.5,AU,2023-11-07 19:12:10
490,ashburton,-37.8626,145.0794,17.79,79,4,3.5,AU,2023-11-07 19:12:12
491,baruun-urt,46.6806,113.2792,-19.05,92,7,2.97,MN,2023-11-07 19:12:13
492,taroa,8.7058,171.2275,27.98,79,100,9.2,MH,2023-11-07 19:12:15
493,severo-yeniseyskiy,60.3725,93.0408,-18.25,98,25,1.48,RU,2023-11-07 19:12:17
494,smithers,54.7804,-127.1743,3.18,70,75,1.54,CA,2023-11-07 19:12:18
495,carmagnola,44.847,7.718,11.7,88,0,0.33,IT,2023-11-07 19:12:19
496,segou,13.4317,-6.2157,33.5,24,84,1.81,ML,2023-11-07 19:12:21
497,ulanhot,46.0833,122.0833,-6.52,87,100,1.75,CN,2023-11-07 19:12:22
498,andkhoy,36.9529,65.1238,21.93,35,100,6.61,AF,2023-11-07 19:12:23
499,howrah,22.5892,88.3103,25.0,73,13,0.0,IN,2023-11-07 19:12:25
500,uzhur,55.3036,89.8339,-11.97,99,85,1.35,RU,2023-11-07 19:12:26
501,khandyga,62.6667,135.6,-34.42,100,25,0.5,RU,2023-11-07 19:12:28
502,sumbe,-11.2061,13.8437,25.76,83,36,2.9,AO,2023-11-07 19:12:30
503,suhbaatar,50.2314,106.2078,-12.46,80,100,1.69,MN,2023-11-07 19:12:31
504,abengourou,6.7297,-3.4964,23.48,96,85,0.33,CI,2023-11-07 19:12:32
505,lata,40.1629,-8.3327,14.9,89,100,0.36,PT,2023-11-07 19:12:34
506,vetapalem,15.7833,80.3167,25.76,86,78,3.15,IN,2023-11-07 19:12:35
507,kurmuk,10.55,34.2833,23.06,86,78,1.64,SD,2023-11-07 19:12:36
508,shimanovsk,52.0,127.7,-11.79,83,100,2.17,RU,2023-11-07 19:12:38
509,malanje,-9.5402,16.341,19.81,91,99,1.74,AO,2023-11-07 19:12:41
510,asind,25.7333,74.3333,23.52,29,46,1.93,IN,2023-11-07 19:12:43
511,nizhniy odes,63.6445,54.856,1.73,100,100,3.16,RU,2023-11-07 19:12:44
512,gavle,60.6745,17.1417,6.86,99,100,2.0,SE,2023-11-07 19:12:46
513,chegdomyn,51.1167,133.0167,-8.58,78,100,0.84,RU,2023-11-07 19:12:47
514,portage la prairie,49.9728,-98.2926,0.06,85,100,6.69,CA,2023-11-07 19:09:28
515,fethiye,36.6217,29.1164,17.93,79,0,0.9,TR,2023-11-07 19:12:50
516,bereket,39.2446,55.5154,18.0,81,100,3.82,TM,2023-11-07 19:12:51
517,chitose,42.8194,141.6522,7.83,87,75,5.66,JP,2023-11-07 19:12:52
518,praia da vitoria,38.7333,-27.0667,20.42,83,20,10.01,PT,2023-11-07 19:12:53
519,choyr,46.3611,108.3611,-18.68,96,77,2.28,MN,2023-11-07 19:12:54
520,mani,4.8172,-72.2886,30.41,59,58,1.61,CO,2023-11-07 19:12:55
521,dwarka,22.2394,68.9678,28.15,55,0,3.44,IN,2023-11-07 19:12:56
522,ohara,35.25,140.3833,17.12,64,16,6.99,JP,2023-11-07 19:12:57
523,mogocha,53.7333,119.7667,-10.11,59,100,2.3,RU,2023-11-07 19:12:58
524,naze,28.3667,129.4833,18.63,69,44,4.93,JP,2023-11-07 19:12:59
525,qa'en,33.7265,59.1844,13.14,57,75,0.79,IR,2023-11-07 19:13:01
526,yala,6.3333,101.25,25.89,97,93,0.59,TH,2023-11-07 19:13:02
527,pilani,28.3684,75.6041,23.65,27,2,2.08,IN,2023-11-07 19:13:03
528,taseyevo,57.2169,94.8978,-14.81,99,96,0.45,RU,2023-11-07 19:13:05
529,ubari,26.5921,12.7805,24.37,17,4,2.23,LY,2023-11-07 19:13:06
530,oltu,40.5498,42.0013,7.77,90,4,1.24,TR,2023-11-07 19:13:07
531,fuerte olimpo,-21.0415,-57.8738,43.94,13,2,3.44,PY,2023-11-07 19:13:08
532,san antonio de pale,-1.4014,5.6325,26.37,80,33,6.02,GQ,2023-11-07 19:13:09
533,labytnangi,66.6572,66.4183,0.41,98,100,1.52,RU,2023-11-07 19:13:10
534,eynesil,41.0645,39.1438,16.88,66,0,2.36,TR,2023-11-07 19:13:11
535,tadmur,34.5608,38.2805,20.5,48,0,2.13,SY,2023-11-07 19:09:11
536,diapaga,12.0708,1.7889,30.48,20,16,2.84,BF,2023-11-07 19:13:14
537,paraguacu paulista,-22.4128,-50.5758,33.35,24,1,2.38,BR,2023-11-07 19:13:15
538,plastun,44.7561,136.2939,-6.03,85,9,3.87,RU,2023-11-07 19:13:16
539,el charco,2.4769,-78.1105,29.19,74,100,3.75,CO,2023-11-07 19:13:19
540,qarauyl,48.9451,79.255,0.29,33,62,0.5,KZ,2023-11-07 19:13:20
541,caluso,45.305,7.8957,10.33,79,22,1.51,IT,2023-11-07 19:13:21
542,san pedro pochutla,15.7333,-96.4667,32.84,58,71,3.27,MX,2023-11-07 19:13:22
543,posse,-14.0931,-46.3694,33.21,27,46,3.69,BR,2023-11-07 19:12:47
544,houlton,46.1262,-67.8403,10.23,94,100,3.09,US,2023-11-07 19:13:24
545,benguela,-12.5763,13.4055,25.26,69,82,2.44,AO,2023-11-07 19:13:25
546,same,-4.0667,37.7333,21.85,90,100,1.48,TZ,2023-11-07 19:13:27
547,boyolangu,-8.1181,111.8935,24.26,90,100,0.72,ID,2023-11-07 19:13:28
548,bel ombre,-4.6167,55.4167,26.91,83,20,3.6,SC,2023-11-07 19:13:29
549,eyl,7.9803,49.8164,26.4,79,100,7.06,SO,2023-11-07 19:08:52
550,belmonte,-15.8631,-38.8828,25.51,62,15,6.06,BR,2023-11-07 19:13:31
551,banff,51.1762,-115.5698,5.57,70,99,4.12,CA,2023-11-07 19:13:33
552,nguruka,-5.1092,31.0419,19.96,88,100,0.57,TZ,2023-11-07 19:13:34
553,alo,7.4178,6.7371,26.9,83,95,1.88,NG,2023-11-07 19:13:36
554,leeton,-34.5667,146.4,18.94,78,85,2.52,AU,2023-11-07 19:13:37
555,caucete,-31.6518,-68.2811,36.76,10,0,10.14,AR,2023-11-07 19:13:38
556,puerto del rosario,28.5004,-13.8627,21.86,56,40,11.83,ES,2023-11-07 19:13:39
557,cidreira,-30.1811,-50.2056,20.8,74,0,9.15,BR,2023-11-07 19:13:41
558,hasaki,35.7333,140.8333,11.22,59,6,6.63,JP,2023-11-07 19:13:42
559,lingig,8.0389,126.4125,25.46,93,100,1.92,PH,2023-11-07 19:13:43
560,nabire,-3.3667,135.4833,24.72,92,100,1.54,ID,2023-11-07 19:13:44
561,cacheu,12.2706,-16.1658,27.05,63,5,3.15,GW,2023-11-07 19:13:45
562,merta,26.65,74.0333,22.95,31,0,2.27,IN,2023-11-07 19:13:46
563,lorengau,-2.0226,147.2712,27.4,85,98,5.11,PG,2023-11-07 19:13:48
564,goondiwindi,-28.55,150.3167,16.59,81,50,5.36,AU,2023-11-07 19:13:49
